Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Poland,POL,3256.180455,3260.033263,3208.392157,3324.471392,3416.118632,3437.323998,3584.962188,3661.646104,3725.748778,3590.832081,3797.092296,3879.542094,3899.176642,3938.255208,3971.799761
Pre-demographic dividend,PRE,168.4585525,177.3872574,188.4525732,180.7548998,202.8843918,185.5930755,194.4991606,192.7878447,187.9381853,192.8795108,224.4966701,233.9776734,230.9889254,248.0068822,249.7469587
"Korea, Dem. People’s Rep.",PRK,712.3706473,735.2213251,713.4690661,751.0661239,779.6203696,807.0141076,785.0431757,748.6998978,802.8306056,727.0974423,741.6760496,654.7125999,651.5642491,617.6664862,600.285957
Portugal,PRT,3988.960824,4119.670488,4271.168528,4375.732217,4533.539695,4682.991013,4827.467182,4890.560188,4850.837413,4843.849694,4959.094305,4848.279337,4736.351771,4685.054787,4662.6008
Paraguay,PRY,887.4724197,873.9279817,884.7965485,839.5224636,828.2284957,863.7745117,920.8206438,984.0502072,1033.550368,1092.88155,1178.606275,1282.53548,1368.035805,1472.994584,1563.505329
Post-demographic dividend,PST,8799.315659,8703.082156,8855.425747,8922.032235,9060.885877,9224.284623,9227.078918,9319.229725,9271.776217,8847.643588,9223.04257,9101.785031,9012.402206,9000.746543,8895.322091
Qatar,QAT,14353.32375,15006.01408,15760.64145,16228.90968,16231.03228,15467.1896,15702.97175,15192.92084,14457.20348,14232.64059,14821.23712,14761.37443,15462.40747,14445.4077,15309.42938
Romania,ROU,1987.66019,2066.783933,2079.796062,2237.937816,2295.570505,2365.419564,2446.286077,2529.906888,2605.819735,2390.574743,2550.863291,2639.033434,2604.243137,2494.533918,2584.411787
Russian Federation,RUS,5198.416768,5274.377721,5304.431723,5478.14413,5633.855746,5770.112336,6098.538123,6286.050536,6399.684466,6095.380575,6409.895218,6485.760845,6617.136241,6539.211202,6602.657525
South Asia,SAS,357.1858789,358.887215,373.4867072,392.3133313,414.4211489,432.2981977,468.7465797,494.5038904,505.7868785,538.2035058,573.6350948,618.3658942,639.820944,676.3327983,707.5577531
Saudi Arabia,SAU,5637.557363,5919.095709,6021.461946,6472.568237,6326.087902,6590.281948,6820.487714,6923.850005,7188.992462,7468.336731,7973.513579,8023.544144,8522.896147,8816.31724,9444.215664
Sudan,SDN,62.40534411,52.2182132,60.94576248,64.22770242,64.52656635,75.87944009,84.25703583,90.54622292,98.42317781,112.8216056,131.0552689,141.6453441,156.9423377,158.6586698,190.2208868
Senegal,SEN,101.6789471,123.3410992,145.7170583,125.9489513,138.4636504,157.9377823,157.1374268,181.1588558,158.309309,189.0698504,199.1293279,199.6855854,210.7488788,210.1935367,223.4961633
Singapore,SGP,7575.435954,7516.1696,7756.318921,8113.587306,8314.325321,8678.168168,8720.022084,8706.579067,8401.048395,8114.367449,8679.99335,8651.755275,8673.985216,8680.606361,8844.687593
El Salvador,SLV,617.1149968,628.856061,669.6628101,696.3033793,692.7438539,758.339621,820.113604,885.3492453,858.7138342,848.9108197,859.743965,883.1565621,918.1440502,961.3204886,939.1533991
Serbia,SRB,4198.715706,4434.370241,4480.344352,4332.679062,4258.251568,3921.906459,4040.44002,4159.137225,4291.843158,4224.397665,4358.812174,4489.57085,4386.534552,4444.222971,4271.744667
Sub-Saharan Africa (excluding high income),SSA,510.0638718,488.9580164,509.4118442,508.3494706,516.1297769,520.2248043,524.8865997,534.3648762,510.9701857,488.1874343,502.4888221,506.4802338,491.0581172,485.9213694,480.3287353
South Sudan,SSD,,,,,,,,,,,,,38.73081969,39.81215819,39.89256412
Sub-Saharan Africa,SSF,510.0638718,488.9580164,509.4118442,508.3494706,516.1297769,520.2248043,524.8865997,534.3648762,510.9701857,488.1874343,502.4888221,506.4802338,491.0581172,485.9213694,480.3287353
Suriname,SUR,2258.726899,2352.74417,2540.141271,2475.774678,2593.035269,2767.834595,2768.155112,2776.115596,3043.785475,3040.611272,2997.511894,3339.045767,3340.30316,3662.402772,3631.864041
Slovak Republic,SVK,4955.907896,5027.452807,5051.59839,5021.798222,5097.835556,4932.803281,5153.121484,5272.370783,5294.435099,4954.138251,5201.404897,5347.526223,5137.789018,5202.467288,5137.073835
Slovenia,SVN,5777.995651,6006.34519,6380.951903,6578.034236,6830.705073,6917.860467,7123.537771,7137.824175,6920.244039,6104.421845,6510.841884,6753.073664,6718.975052,6779.280887,6727.999302
Sweden,SWE,15681.61527,16020.98031,15709.42967,15360.17889,15420.97314,15430.96395,15262.58727,15257.93575,14869.34898,14143.01101,14934.32696,14030.16315,14289.59509,13870.38991,13480.14822
Syrian Arab Republic,SYR,1064.90536,1144.159096,1233.328775,1294.209345,1399.197311,1503.338879,1549.618591,1559.583485,1584.959304,1543.009129,1853.432973,1690.232546,1365.134331,1056.431473,949.5867592
East Asia & Pacific (IDA & IBRD countries),TEA,876.4809538,942.4061221,1033.631705,1173.299291,1331.254771,1476.669161,1666.345075,1879.094089,1968.892603,2099.59626,2351.131155,2602.616649,2743.265934,2961.088092,3079.164097
Europe & Central Asia (IDA & IBRD countries),TEC,3336.2489,3375.432366,3392.686541,3515.395753,3616.048163,3701.631488,3884.060295,3994.256003,4067.085969,3856.48161,4066.494114,4164.412985,4226.002335,4195.642855,4224.235669
Togo,TGO,94.35922941,98.00910448,95.21139978,101.8288196,106.0600969,108.0364326,107.0610258,101.0440384,103.5412402,122.5816969,122.5597236,133.0981384,142.5763636,142.5539419,152.720014
Thailand,THA,1447.948944,1504.658507,1617.463436,1713.4859,1827.044983,1914.529617,2004.90203,2079.820544,2104.972578,2100.674014,2307.331503,2283.35115,2443.326622,2514.812036,2539.611194
Tajikistan,TJK,2161.608248,2140.308592,2133.633017,2127.149405,2143.950676,2129.212906,2113.974645,2047.149308,1920.454496,1883.492695,1864.916255,1783.788507,1734.570664,1668.295261,1479.777274
Turkmenistan,TKM,1692.156406,1782.834657,1776.354978,1746.231158,1913.722802,2051.679612,2115.546334,2254.351366,2316.562265,2353.458002,2382.052245,2412.031864,2428.889721,2540.867719,2678.806149
Latin America & the Caribbean (IDA & IBRD countries),TLA,1596.221688,1563.444994,1589.243872,1664.211093,1699.249163,1753.041545,1798.596071,1857.913739,1909.972674,1888.144125,1978.07192,2067.036807,2118.018363,2137.455109,2141.237888
Middle East & North Africa (IDA & IBRD countries),TMN,1048.711466,1098.493749,1159.414711,1206.28286,1275.866485,1302.783439,1378.184547,1413.460751,1450.176383,1484.690514,1613.091124,1639.579709,1628.796257,1661.941641,1687.023515
South Asia (IDA & IBRD),TSA,357.1858789,358.887215,373.4867072,392.3133313,414.4211489,432.2981977,468.7465797,494.5038904,505.7868785,538.2035058,573.6350948,618.3658942,639.820944,676.3327983,707.5577531
Sub-Saharan Africa (IDA & IBRD countries),TSS,510.0638718,488.9580164,509.4118442,508.3494706,516.1297769,520.2248043,524.8865997,534.3648762,510.9701857,488.1874343,502.4888221,506.4802338,491.0581172,485.9213694,480.3287353
Trinidad and Tobago,TTO,3990.586632,4099.404266,4081.897769,4770.056041,4697.276711,5142.12751,5307.164826,5668.851107,5707.130758,5714.207888,6189.292975,6389.778751,6628.711646,6876.331357,7134.034654
Tunisia,TUN,977.4005003,1036.205786,1066.874716,994.0965894,1035.078159,1083.991043,1108.164897,1151.767314,1189.7377,1274.587681,1364.388547,1320.63779,1403.735284,1417.941601,1444.107399
Turkey,TUR,1652.748261,1613.017953,1667.422593,1771.923691,1891.927446,2013.890143,2178.862434,2347.117555,2421.97505,2314.113905,2491.631262,2696.3148,2772.058049,2760.64603,2854.565849
Tanzania,TZA,57.93193185,61.5940664,66.83135301,66.65038631,77.98696073,77.66956788,63.61519153,79.35842518,83.52179276,69.85455543,92.95294947,83.85378104,93.75955588,95.97801748,99.16747374
Ukraine,UKR,2778.43709,2790.5344,2844.810954,2997.974398,3151.147696,3246.035731,3399.522311,3528.924829,3534.357152,3227.955434,3549.847724,3662.443306,3640.556836,3600.229503,3418.585024
Upper middle income,UMC,1602.118062,1645.440525,1730.519139,1870.310482,2014.32787,2148.663314,2337.27609,2530.526431,2619.518165,2680.288508,2930.239173,3154.747888,3273.144244,3439.550236,3532.829685
Uruguay,URY,2030.262748,2000.238646,1997.732417,1884.451009,1928.945494,1999.631947,2220.925998,2413.360797,2586.229536,2659.723947,2803.152546,2808.344931,2931.013723,2985.030832,3067.951126
United States,USA,13671.05202,13046.61415,13296.1823,13307.49201,13388.58971,13704.57705,13583.26696,13657.45283,13663.42797,12913.71469,13393.99128,13242.48711,12959.20384,12998.062,12986.7407
Uzbekistan,UZB,1780.457924,1769.396081,1775.809844,1764.456256,1765.480285,1717.201055,1755.759629,1664.061337,1652.65101,1643.149881,1653.467496,1631.526207,1610.807906,1637.194477,1645.441629
"Venezuela, RB",VEN,2635.376673,2699.323197,2725.090225,2632.079149,2761.589951,2848.586521,2956.477966,2970.717318,3069.07532,3030.81894,3130.938979,3193.02416,3245.567202,3240.599399,2657.622338
Vietnam,VNM,285.2816799,324.9325403,375.6139111,430.8641373,481.2656231,566.7377027,641.5917002,724.1040503,798.2557417,901.2577307,1016.59824,1095.837183,1197.642313,1266.457718,1410.914905
World,WLD,2384.206896,2377.819682,2432.587818,2497.931462,2575.746467,2653.491336,2729.764035,2819.372702,2840.65653,2791.113615,2954.756663,3019.614313,3044.350439,3103.958834,3125.395284
Kosovo,XKX,1557.058824,1968.075789,1953.815697,1908.461924,2111.318521,2169.095663,2225.018842,2395.863861,2644.526129,2558.084877,2649.689133,2946.957007,2862.840682,2907.735322,2804.369305
"Yemen, Rep.",YEM,139.0231178,143.6096037,151.3807761,161.5962441,169.2555573,179.420546,189.550982,206.6514172,225.3494314,222.4598822,249.9705699,190.2507343,190.4056966,246.7516635,216.2588312
South Africa,ZAF,4503.774084,4226.645998,4444.524967,4470.822484,4498.97865,4547.651272,4638.224223,4777.05886,4606.629488,4385.254323,4510.216535,4543.628485,4352.392033,4279.247595,4198.401194
Zambia,ZMB,591.0045948,611.1348492,635.4982087,653.8268658,674.5798963,681.4548368,692.6181937,652.5237282,579.0170194,558.2466715,580.143022,621.041117,721.4996908,735.8836841,707.1902175
Zimbabwe,ZWE,872.8343085,840.842735,839.9647215,834.2635689,805.0081115,832.378158,807.587959,698.954509,573.2948167,531.0414125,546.8427269,570.250932,542.7295517,557.573925,536.9954921
